,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,A,2020-02-27,0 days 15:55:51.684558,288640,77.93,77.9,400,610,8927,-4546
1,A,2020-02-27,0 days 15:55:52.686315,287067,77.93,77.9,400,510,-1573,8927
2,A,2020-02-27,0 days 15:57:39.944993,290088,77.68,77.67,200,200,1018,-1982
3,A,2020-02-27,0 days 15:57:40.946961,289706,77.68,77.67,1000,300,-382,1018
4,A,2020-02-27,0 days 15:57:43.954526,290088,77.68,77.66,188,700,518,-382
5,A,2020-02-27,0 days 15:57:44.956726,288406,77.67,77.65,177,1300,-2263,518
6,A,2020-02-27,0 days 15:57:50.971779,290789,77.64,77.63,200,100,717,-2283
7,A,2020-02-27,0 days 15:58:43.099611,295287,77.61,77.59,1654,200,-4568,232
8,A,2020-02-27,0 days 15:59:27.206528,343777,77.57,77.56,245,276,-2957,9743
9,A,2020-02-27,0 days 15:59:36.227117,349367,77.53,77.5,1464,3686,-4411,7
10,A,2020-02-27,0 days 15:59:38.232556,353778,77.52,77.5,677,3482,1889,-3211
11,A,2020-02-27,0 days 15:59:39.235123,353667,77.52,77.5,917,4372,-211,1889
12,A,2020-02-27,0 days 15:59:43.245060,357178,77.51,77.5,928,3805,1193,-1211
13,A,2020-02-27,0 days 15:59:44.246825,356571,77.51,77.5,1728,2515,-607,1193
14,A,2020-02-27,0 days 15:59:46.251992,357178,77.5,77.48,399,100,896,-407
15,AA,2020-02-27,0 days 15:55:41.333954,369643,13.57,13.56,2751,4600,-270,430
16,AA,2020-02-27,0 days 15:56:02.382397,369497,13.58,13.57,5648,5924,146,-270
17,AA,2020-02-27,0 days 15:57:56.658916,382057,13.55,13.54,11360,5677,-267,1633
18,AA,2020-02-27,0 days 15:57:58.664612,380324,13.55,13.54,10760,5917,1333,-667
19,AA,2020-02-27,0 days 15:59:03.822011,385465,13.53,13.52,2200,8011,792,-8
20,AA,2020-02-27,0 days 15:59:41.915839,525608,13.45,13.44,9334,26725,245,-1255
21,AA,2020-02-27,0 days 15:59:42.919060,495114,13.46,13.45,3000,6910,-42767,245
